Year,League,Franchise,Rank,Gamesplayed,Gamesplayedathome,Wins,Losses,DivisionWinner,WildCardWinner,LeagueChampion,WorldSeriesWinner,RunsScored,Atbats,Hitsbybatters,Doubles,Triples,Homerunsbybatters,Walksbybatters,Strikeoutsbybatters,Stolenbases,Caughtstealing,Battershitbypitch,Sacrificeflies,Opponentsrunsscored,Earnedrunsallowed,Earnedrunaverage,Completegames,Shutouts,Saves,Outspitched,Hitsallowed,Homerunsallowed,Walksallowed,Strikeoutsbypitchers,Errors,Doubleplays,Fieldingpercentage,Homeattendancetotal,Battersparkfactor,Pitchersparkfactor
2001,NL,SDP,4,162,81,79,83,0,0,0,0,789,5482,1379,273,26,161,678,1273,129,44,41,48,812,724,4.52,5,6,46,4322,1519,219,476,1088,145,127,0.976,2378128,91,92
2001,NL,SFG,2,162,81,90,72,0,0,0,0,799,5612,1493,304,40,235,625,1090,57,42,50,54,748,680,4.18,3,8,47,4390,1437,145,579,1080,118,170,0.981,3311958,93,92
2001,NL,STL,2,162,82,93,69,0,1,0,0,814,5450,1469,274,32,199,529,1089,91,35,65,50,684,627,3.93,8,11,38,4306,1389,196,526,1083,110,156,0.982,3109578,100,99
2002,AL,ANA,2,162,81,99,63,0,1,1,1,851,5678,1603,333,32,152,462,805,117,51,74,64,644,595,3.69,7,14,54,4357,1345,169,509,999,87,151,0.986,2305547,100,99
2002,AL,BAL,4,162,81,67,95,0,0,0,0,667,5491,1353,311,27,165,452,993,110,48,64,49,773,719,4.46,8,3,31,4352,1491,208,549,967,91,173,0.985,2682439,95,96
2002,AL,BOS,2,162,81,93,69,0,0,0,0,859,5640,1560,348,33,177,545,944,80,28,72,53,665,603,3.75,5,17,51,4338,1339,146,430,1157,104,140,0.983,2650862,103,102
2002,AL,CHW,2,162,81,81,81,0,0,0,0,856,5502,1475,289,29,217,555,952,75,31,49,53,798,716,4.53,7,7,35,4269,1422,190,528,945,97,157,0.984,1676911,102,101
2002,AL,CLE,3,162,81,74,88,0,0,0,0,739,5423,1349,255,26,192,542,1000,52,37,56,39,837,777,4.91,9,4,34,4274,1508,142,603,1058,113,161,0.981,2616940,97,98
2002,AL,DET,5,161,80,55,106,0,0,0,0,575,5406,1340,265,37,124,363,1035,65,44,64,57,864,773,4.92,11,7,33,4242,1593,163,463,794,142,148,0.977,1503623,92,95
2002,AL,KCR,4,162,77,62,100,0,0,0,0,737,5535,1415,285,42,140,524,921,140,65,52,51,891,834,5.21,12,6,30,4323,1587,212,572,909,130,153,0.979,1323036,110,111
2002,AL,MIN,1,161,81,94,67,1,0,0,0,768,5582,1518,348,36,167,472,1089,79,62,56,52,712,662,4.12,8,9,47,4334,1454,184,439,1026,74,124,0.987,1924473,100,100
2002,AL,NYY,1,161,80,103,58,1,0,0,0,897,5601,1540,314,12,223,640,1171,100,38,72,41,697,625,3.87,9,11,53,4356,1441,144,403,1135,127,117,0.979,3465807,100,99
2002,AL,OAK,1,162,81,103,59,1,0,0,0,800,5558,1450,279,28,205,609,1008,46,20,68,36,654,593,3.68,9,19,48,4356,1391,135,474,1021,102,144,0.984,2169811,98,97
2002,AL,SEA,3,162,81,93,69,0,0,0,0,814,5569,1531,285,31,152,629,1003,137,58,51,72,699,654,4.07,8,12,43,4336,1422,178,441,1063,88,134,0.985,3542938,97,95
2002,AL,TBD,5,161,81,55,106,0,0,0,0,673,5604,1418,297,35,133,456,1115,102,45,58,36,918,846,5.29,12,3,25,4321,1567,215,620,925,126,168,0.979,1065742,97,99
2002,AL,TEX,4,162,80,72,90,0,0,0,0,843,5618,1510,304,27,230,554,1055,62,34,62,50,882,824,5.15,4,4,33,4319,1528,194,669,1030,99,152,0.984,2352397,106,107
2002,AL,TOR,3,162,81,78,84,0,0,0,0,813,5581,1457,305,38,187,522,1142,71,18,53,57,828,767,4.8,6,6,41,4315,1504,177,590,991,107,159,0.982,1637900,104,104
2002,NL,ARI,1,162,81,98,64,1,0,0,0,819,5508,1471,283,41,165,643,1016,92,46,50,53,674,630,3.92,14,10,40,4340,1361,170,421,1303,89,116,0.985,3198977,111,111
2002,NL,ATL,1,161,81,101,59,1,0,0,0,708,5495,1428,280,25,164,558,1028,76,39,54,49,565,511,3.13,3,15,57,4402,1302,123,554,1058,114,170,0.982,2603484,102,101
2002,NL,CHC,5,162,78,67,95,0,0,0,0,706,5496,1351,259,29,200,585,1269,63,21,44,39,759,687,4.29,11,9,23,4324,1373,167,606,1333,114,144,0.981,2693096,98,98
2002,NL,CIN,3,162,80,78,84,0,0,0,0,709,5470,1386,297,21,169,583,1188,116,52,66,40,774,690,4.27,2,8,42,4361,1502,173,550,980,120,169,0.981,1855787,104,105
2002,NL,COL,4,162,81,73,89,0,0,0,0,778,5512,1508,283,41,152,497,1043,103,53,56,50,898,825,5.2,1,8,43,4280,1554,225,582,920,112,158,0.982,2737838,116,116
2002,NL,FLA,4,162,81,79,83,0,0,0,0,699,5496,1433,280,32,146,595,1130,177,73,61,49,763,706,4.36,11,12,36,4369,1449,151,631,1104,106,163,0.983,813118,97,98
2002,NL,HOU,2,162,81,84,78,0,0,0,0,749,5503,1441,291,32,167,589,1120,71,27,59,37,695,642,4,2,11,43,4335,1423,151,546,1219,83,149,0.986,2517357,106,105
2002,NL,LAD,3,162,81,92,70,0,0,0,0,713,5554,1464,286,29,155,428,940,96,37,53,44,643,598,3.69,4,15,56,4373,1311,165,555,1132,90,134,0.985,3131255,92,92
2002,NL,MIL,6,162,81,56,106,0,0,0,0,627,5415,1369,269,29,139,500,1125,94,50,55,34,821,752,4.73,7,4,32,4297,1468,199,666,1026,103,154,0.983,1969153,98,99
2002,NL,WSN,2,162,81,83,79,0,0,0,0,735,5479,1432,300,36,162,575,1104,118,64,46,42,718,641,3.97,9,3,39,4359,1475,165,508,1088,139,160,0.978,812045,103,103
2002,NL,NYM,5,161,78,75,86,0,0,0,0,690,5496,1409,238,22,160,486,1044,87,42,63,30,703,624,3.89,9,10,36,4328,1408,163,543,1107,144,138,0.976,2804838,97,97
2002,NL,PHI,3,161,79,80,81,0,0,0,0,710,5523,1428,325,41,165,640,1095,104,43,53,39,724,671,4.17,5,9,47,4349,1381,153,570,1075,88,156,0.986,1618467,94,94
2002,NL,PIT,4,161,79,72,89,0,0,0,0,641,5330,1300,263,20,142,537,1109,86,49,73,41,730,664,4.23,2,7,47,4238,1447,163,572,920,115,177,0.982,1784988,102,103
2002,NL,SDP,5,162,81,66,96,0,0,0,0,662,5515,1393,243,29,136,547,1062,71,44,30,41,815,737,4.62,5,10,40,4309,1522,177,582,1108,128,162,0.979,2220601,90,91
2002,NL,SFG,2,162,81,95,66,0,1,1,0,783,5497,1465,300,35,198,616,961,74,21,65,52,616,566,3.54,10,13,43,4312,1349,116,523,992,90,166,0.985,3253203,95,94
2002,NL,STL,1,162,81,97,65,1,0,0,0,787,5505,1475,285,26,175,542,927,86,42,67,49,648,595,3.7,4,9,42,4339,1355,141,547,1009,103,168,0.983,3011756,98,97
2003,AL,ANA,3,162,82,77,85,0,0,0,0,736,5487,1473,276,33,150,476,838,129,61,56,50,743,680,4.28,5,9,39,4294,1444,190,486,980,105,138,0.982,3061094,98,97
2003,AL,BAL,4,163,81,71,91,0,0,0,0,743,5665,1516,277,24,152,431,902,89,36,54,40,820,767,4.76,9,3,41,4349,1579,198,526,981,105,164,0.983,2454523,99,99
2003,AL,BOS,2,162,81,95,67,0,1,0,0,961,5769,1667,371,40,238,620,943,88,35,53,64,809,729,4.48,5,6,36,4394,1503,153,488,1141,113,130,0.982,2724165,105,103
2003,AL,CHW,2,162,81,86,76,0,0,0,0,791,5487,1445,303,19,220,519,916,77,29,58,41,715,663,4.17,12,4,36,4293,1364,162,518,1056,93,154,0.984,1939524,102,102
2003,AL,CLE,4,162,81,68,94,0,0,0,0,699,5572,1413,296,26,158,466,1062,86,61,62,41,778,682,4.21,5,7,34,4378,1477,179,501,943,126,178,0.98,1730002,96,97
2003,AL,DET,5,162,81,43,119,0,0,0,0,591,5466,1312,201,39,153,443,1099,98,63,47,49,928,847,5.3,3,5,27,4316,1616,195,557,764,138,194,0.978,1368245,93,95
2003,AL,KCR,3,162,80,83,79,0,0,0,0,836,5568,1526,288,39,162,476,926,120,42,75,57,867,808,5.05,7,10,36,4316,1569,190,566,865,108,143,0.982,1779895,107,108
2003,AL,MIN,1,162,81,90,72,1,0,0,0,801,5655,1567,318,45,155,512,1027,94,44,63,52,758,716,4.41,7,8,45,4386,1526,187,402,997,87,114,0.985,1946011,101,100
2003,AL,NYY,1,163,82,101,61,1,0,1,0,877,5605,1518,304,14,230,684,1042,98,33,81,35,716,653,4.02,8,12,49,4386,1512,145,375,1119,114,126,0.981,3465600,98,97
2003,AL,OAK,1,162,81,96,66,1,0,0,0,768,5497,1398,317,24,176,556,898,48,14,59,53,643,582,3.63,16,14,48,4325,1336,140,499,1018,107,145,0.983,2216596,99,98
2003,AL,SEA,2,162,81,93,69,0,0,0,0,795,5561,1509,290,33,139,586,989,108,37,53,46,637,602,3.76,8,15,38,4323,1340,173,466,1001,65,159,0.989,3268509,95,95
2003,AL,TBD,5,162,81,63,99,0,0,0,0,715,5654,1501,298,38,137,420,1030,142,42,56,50,852,787,4.93,7,7,30,4310,1454,196,639,877,103,158,0.983,1058695,95,97
2003,AL,TEX,4,162,81,71,91,0,0,0,0,826,5664,1506,274,36,239,488,1052,65,25,75,42,969,903,5.67,4,3,43,4300,1625,208,603,1009,94,168,0.985,2094394,111,111
2003,AL,TOR,3,162,81,86,76,0,0,0,0,894,5661,1580,357,33,190,546,1081,37,25,90,56,826,748,4.69,14,6,35,4305,1560,184,485,984,117,161,0.981,1799458,104,104
2003,NL,ARI,3,162,81,84,78,0,0,0,0,717,5570,1467,303,47,152,531,1006,76,38,45,52,685,621,3.84,7,11,42,4365,1379,150,526,1291,107,132,0.983,2805542,108,109
2003,NL,ATL,1,162,81,101,61,1,0,0,0,907,5670,1608,321,31,235,545,933,68,22,49,49,740,663,4.1,4,7,51,4369,1425,147,555,992,121,166,0.981,2401084,101,100
2003,NL,CHC,1,162,81,88,74,1,0,0,0,724,5519,1431,302,24,172,492,1158,73,31,50,46,683,619,3.83,13,14,36,4369,1304,143,617,1404,106,157,0.983,2962630,101,101
2003,NL,CIN,5,162,81,69,93,0,0,0,0,694,5509,1349,239,21,182,524,1326,80,34,79,32,886,818,5.09,4,5,38,4339,1578,209,590,932,141,152,0.977,2355259,95,96
2003,NL,COL,4,162,81,74,88,0,0,0,0,853,5518,1472,330,31,198,619,1134,63,37,52,38,892,821,5.2,3,4,34,4260,1629,200,552,866,116,165,0.981,2334085,115,116
2003,NL,FLA,2,162,81,91,71,0,1,1,1,751,5490,1459,292,44,157,515,978,150,74,57,41,692,648,4.04,7,11,36,4336,1415,128,530,1132,78,162,0.987,1303215,98,98
2003,NL,HOU,2,162,81,87,75,0,0,0,0,805,5583,1466,308,30,191,557,1021,66,30,81,38,677,622,3.86,1,5,50,4350,1350,161,565,1139,95,149,0.985,2454241,103,102
2003,NL,LAD,2,162,81,85,77,0,0,0,0,574,5458,1328,260,25,124,407,985,80,36,72,28,556,511,3.16,3,17,58,4373,1254,127,526,1289,119,164,0.981,3138626,94,94
2003,NL,MIL,6,162,81,68,94,0,0,0,0,714,5548,1423,266,24,196,547,1221,99,39,71,40,873,810,5.02,5,3,44,4356,1590,219,575,1034,114,142,0.981,1700354,98,100
2003,NL,WSN,4,162,81,83,79,0,0,0,0,711,5437,1404,294,25,144,522,990,100,39,45,40,716,640,4.01,15,10,42,4313,1467,181,463,1028,102,152,0.983,1025639,105,105
2003,NL,NYM,5,161,80,66,95,0,0,0,0,642,5341,1317,262,24,124,489,1035,70,31,54,45,754,704,4.48,3,10,38,4240,1497,168,576,907,118,158,0.98,2140599,97,98
2003,NL,PHI,3,162,81,86,76,0,0,0,0,791,5543,1448,325,27,166,651,1155,72,29,55,38,697,648,4.04,9,13,33,4331,1386,142,536,1060,97,146,0.984,2259948,93,93
2003,NL,PIT,4,162,81,75,87,0,0,0,0,753,5581,1492,275,45,163,529,1049,86,37,87,38,801,744,4.64,7,10,44,4333,1527,178,502,926,123,159,0.98,1636751,102,102
2003,NL,SDP,5,162,81,64,98,0,0,0,0,678,5531,1442,257,32,128,565,1073,76,39,57,42,831,774,4.87,2,10,31,4294,1458,208,611,1091,102,141,0.983,2030084,91,92
2003,NL,SFG,1,161,81,100,61,1,0,0,0,755,5456,1440,281,29,180,593,980,53,37,40,39,638,595,3.73,7,10,43,4312,1349,136,546,1006,80,163,0.987,3264898,99,98
2003,NL,STL,3,162,81,85,77,0,0,0,0,876,5672,1580,342,32,196,580,952,82,32,73,54,796,748,4.6,9,10,41,4391,1544,210,508,969,77,138,0.987,2910386,97,96
2004,AL,ANA,1,162,81,92,70,1,0,0,0,836,5675,1603,272,37,162,450,942,143,46,73,41,734,692,4.28,2,11,50,4363,1476,170,502,1164,90,126,0.985,3375677,97,97
2004,AL,BAL,3,162,81,78,84,0,0,0,0,842,5736,1614,319,18,169,528,949,101,41,57,62,830,760,4.7,8,10,27,4366,1488,159,687,1090,110,161,0.982,2744018,98,99
2004,AL,BOS,2,162,81,98,64,0,1,1,1,949,5720,1613,373,25,222,659,1189,68,30,69,55,768,674,4.18,4,12,36,4354,1430,159,447,1132,118,129,0.981,2837294,106,105
2004,AL,CHW,2,162,81,83,79,0,0,0,0,865,5534,1481,284,19,242,499,1030,78,51,63,42,831,782,4.91,8,8,34,4297,1505,224,527,1013,100,167,0.984,1930537,102,102
2004,AL,CLE,3,162,81,80,82,0,0,0,0,858,5676,1565,345,29,184,606,1009,94,55,78,42,857,784,4.81,8,8,32,4400,1553,201,579,1115,106,152,0.983,1814401,94,94
2004,AL,DET,4,162,81,72,90,0,0,0,0,827,5623,1531,284,54,201,518,1144,86,50,50,43,844,788,4.93,7,9,35,4319,1542,190,530,995,144,160,0.977,1917004,95,96
2004,AL,KCR,5,162,80,58,104,0,0,0,0,720,5538,1432,261,29,150,461,1057,67,48,76,38,905,813,5.15,6,3,25,4261,1638,208,518,887,131,169,0.978,1661478,102,103
2004,AL,MIN,1,162,81,92,70,1,0,0,0,780,5623,1494,310,24,191,513,982,116,46,64,40,715,661,4.03,4,9,48,4428,1523,167,431,1123,101,158,0.984,1911490,103,102
2004,AL,NYY,1,162,81,101,61,1,0,0,0,897,5527,1483,281,20,242,670,982,84,33,80,50,808,752,4.69,1,5,59,4331,1532,182,445,1058,99,148,0.984,3775292,98,97
2004,AL,OAK,2,162,81,91,71,0,0,0,0,793,5728,1545,336,15,189,608,1061,47,22,55,43,742,682,4.17,10,8,35,4414,1466,164,544,1034,91,172,0.986,2201516,99,98
2004,AL,SEA,4,162,82,63,99,0,0,0,0,698,5722,1544,276,20,136,492,1058,110,42,54,48,823,772,4.76,7,7,28,4378,1498,212,575,1036,103,140,0.983,2940731,97,98
2004,AL,TBD,4,161,80,70,91,0,0,0,0,714,5483,1416,278,46,145,469,944,132,42,55,56,842,757,4.81,3,5,35,4251,1459,192,580,923,119,139,0.98,1274911,96,98
2004,AL,TEX,3,162,81,89,73,0,0,0,0,860,5615,1492,323,34,227,500,1099,69,36,61,57,794,724,4.53,5,9,52,4319,1536,182,547,979,117,152,0.981,2513685,108,109
2004,AL,TOR,5,161,81,67,94,0,0,0,0,719,5531,1438,290,34,145,513,1083,58,31,71,42,823,775,4.91,6,11,37,4263,1505,181,608,956,91,150,0.985,1900041,104,104
2004,NL,ARI,5,162,81,51,111,0,0,0,0,615,5544,1401,295,38,135,441,1022,53,32,35,37,899,794,4.98,5,6,33,4308,1480,197,668,1153,139,144,0.977,2519560,105,107
2004,NL,ATL,1,162,81,96,66,1,0,0,0,803,5570,1503,304,37,178,587,1158,86,32,59,48,668,603,3.74,4,13,48,4350,1475,154,523,1025,116,171,0.981,2327565,101,100
2004,NL,CHC,3,162,82,89,73,0,0,0,0,789,5628,1508,308,29,235,489,1080,66,28,38,48,665,621,3.81,3,6,42,4396,1363,169,545,1346,86,126,0.986,3170154,103,102
2004,NL,CIN,4,162,81,76,86,0,0,0,0,750,5518,1380,287,28,194,599,1335,77,25,81,25,907,832,5.19,5,8,47,4331,1595,236,572,992,113,123,0.981,2287250,98,99
2004,NL,COL,4,162,81,68,94,0,0,0,0,833,5577,1531,331,34,202,568,1181,44,33,54,37,923,883,5.54,3,2,36,4306,1634,198,697,947,89,161,0.986,2338069,113,114
2004,NL,FLA,3,162,80,83,79,0,0,0,0,718,5486,1447,275,32,148,499,968,96,43,58,40,700,655,4.1,6,14,53,4317,1395,166,513,1116,86,153,0.986,1723105,95,95
2004,NL,HOU,2,162,81,92,70,0,1,0,0,803,5468,1458,294,36,187,590,999,89,30,61,52,698,650,4.05,2,13,47,4329,1416,174,525,1282,101,136,0.983,3087872,102,101
2004,NL,LAD,1,162,81,93,69,1,0,0,0,761,5542,1450,226,30,203,536,1092,102,41,62,35,684,647,4.01,2,6,51,4360,1386,178,521,1066,73,145,0.988,3488283,95,95
2004,NL,MIL,6,161,81,67,94,0,0,0,0,634,5483,1358,295,32,135,540,1312,138,40,68,40,757,679,4.24,6,10,42,4326,1440,164,476,1098,117,132,0.981,2062382,100,101
2004,NL,WSN,5,162,80,67,95,0,0,0,0,635,5474,1361,276,27,151,496,925,109,38,35,33,769,696,4.33,11,11,31,4341,1477,191,582,1032,99,172,0.984,749550,105,105
2004,NL,NYM,4,162,81,71,91,0,0,0,0,684,5532,1376,289,20,185,512,1159,107,23,61,34,731,658,4.09,2,6,31,4347,1452,156,592,977,137,144,0.978,2318951,99,99
2004,NL,PHI,2,162,81,86,76,0,0,0,0,840,5643,1505,303,23,215,645,1133,100,27,58,46,781,724,4.45,4,5,43,4388,1488,214,502,1070,81,142,0.987,3250092,105,104
2004,NL,PIT,5,161,80,72,89,0,0,0,0,680,5483,1428,267,39,142,415,1066,63,40,95,42,744,680,4.29,3,8,46,4284,1451,149,576,1079,103,189,0.983,1580031,99,100
2004,NL,SDP,3,162,81,87,75,0,0,0,0,768,5573,1521,304,32,139,566,910,52,25,56,66,705,645,4.03,3,8,44,4323,1460,184,422,1079,108,146,0.982,3016752,90,90
2004,NL,SFG,2,162,82,91,71,0,0,0,0,850,5546,1500,314,33,183,705,874,43,23,72,51,770,695,4.29,8,8,46,4371,1481,161,548,1020,101,153,0.984,3256854,101,101
2004,NL,STL,1,162,81,105,57,1,0,1,0,855,5555,1544,319,24,214,548,1085,111,47,51,70,659,605,3.75,4,12,57,4361,1378,169,440,1041,97,154,0.985,3048427,100,99
2005,AL,BAL,4,162,81,74,88,0,0,0,0,729,5551,1492,296,27,189,447,902,83,37,54,42,800,724,4.56,2,9,38,4283,1458,180,580,1052,107,154,0.982,2624740,99,99
2005,AL,BOS,2,162,81,95,67,0,1,0,0,910,5626,1579,339,21,199,653,1044,45,12,47,63,805,752,4.74,6,8,38,4287,1550,164,440,959,109,135,0.982,2847888,104,104
2005,AL,CHW,1,162,81,99,63,1,0,1,1,741,5529,1450,253,23,200,435,1002,137,67,79,49,645,592,3.61,9,10,54,4427,1392,167,459,1040,94,166,0.985,2342833,103,103
2005,AL,CLE,2,162,81,93,69,0,0,0,0,790,5609,1522,337,30,207,503,1093,62,36,54,50,642,582,3.61,6,10,51,4358,1363,157,413,1050,106,156,0.983,2013763,96,96
2005,AL,DET,4,162,81,71,91,0,0,0,0,723,5602,1521,283,45,168,384,1038,66,28,53,52,787,719,4.51,7,2,37,4307,1504,193,461,907,110,171,0.982,2024431,98,98
2005,AL,KCR,5,162,81,56,106,0,0,0,0,701,5503,1445,289,34,126,424,1008,53,33,63,50,935,862,5.49,4,4,25,4240,1640,178,580,924,125,163,0.979,1371181,99,101
2005,AL,ANA,1,162,81,95,67,1,0,0,0,761,5624,1520,278,30,147,447,848,161,57,29,39,643,598,3.68,7,11,54,4393,1419,158,443,1126,87,139,0.986,3404686,98,97
2005,AL,MIN,3,162,81,83,79,0,0,0,0,688,5564,1441,269,32,134,485,978,102,44,59,42,662,604,3.71,9,8,44,4393,1458,169,348,965,102,171,0.984,2034243,102,102
2005,AL,NYY,1,162,81,95,67,1,0,0,0,886,5624,1552,259,16,229,637,989,84,27,73,43,789,718,4.52,8,14,46,4292,1495,164,463,985,95,151,0.984,4090696,98,97
2005,AL,OAK,2,162,81,88,74,0,0,0,0,772,5627,1476,310,20,155,537,819,31,22,52,40,658,594,3.69,9,12,38,4351,1315,154,504,1075,88,166,0.986,2109118,101,100
2005,AL,SEA,4,162,81,69,93,0,0,0,0,699,5507,1408,289,34,130,466,986,102,47,48,37,751,712,4.49,6,7,39,4283,1483,179,496,892,86,144,0.986,2725459,95,96
2005,AL,TBD,5,162,81,67,95,0,0,0,0,750,5552,1519,289,40,157,412,990,151,49,69,51,936,851,5.39,1,4,43,4265,1570,194,615,949,124,139,0.979,1141669,99,100
2005,AL,TEX,3,162,81,79,83,0,0,0,0,865,5716,1528,311,29,260,495,1112,67,15,48,32,858,794,4.96,2,6,46,4320,1589,159,522,932,108,149,0.982,2525221,106,106
2005,AL,TOR,3,162,81,80,82,0,0,0,0,775,5581,1480,307,39,136,486,955,72,35,89,56,705,653,4.06,9,8,35,4341,1475,185,444,958,95,154,0.985,2014995,102,102
2005,NL,ARI,2,162,81,77,85,0,0,0,0,696,5550,1419,291,27,191,606,1094,67,26,55,45,856,783,4.84,6,10,45,4369,1580,193,537,1038,94,159,0.985,2059424,103,105
2005,NL,ATL,1,162,81,90,72,1,0,0,0,769,5486,1453,308,37,184,534,1084,92,32,45,46,674,639,3.98,8,12,38,4331,1487,145,520,929,86,170,0.986,2521167,101,100
2005,NL,CHC,4,162,81,79,83,0,0,0,0,703,5584,1506,323,23,194,419,920,65,39,50,37,714,671,4.19,8,10,39,4320,1357,186,576,1256,101,136,0.983,3099992,104,104
2005,NL,CIN,5,163,82,73,89,0,0,0,0,820,5565,1453,335,15,222,611,1303,72,23,62,39,889,820,5.15,2,1,31,4299,1657,219,492,955,104,133,0.983,1943067,100,101
2005,NL,COL,5,162,81,67,95,0,0,0,0,740,5542,1477,280,34,150,509,1103,65,32,64,34,862,808,5.13,4,4,37,4256,1600,175,604,981,118,158,0.981,1914389,112,113
2005,NL,FLA,3,162,81,83,79,0,0,0,0,717,5502,1499,306,32,128,512,918,96,38,67,50,732,666,4.16,14,15,42,4327,1459,116,563,1125,103,177,0.983,1852608,94,94
2005,NL,HOU,2,163,81,89,73,0,1,1,0,693,5462,1400,281,32,161,481,1037,115,44,72,42,609,563,3.51,6,11,45,4329,1336,155,440,1164,89,146,0.985,2804760,101,100
2005,NL,LAD,4,162,81,71,91,0,0,0,0,685,5433,1374,284,21,149,541,1094,58,35,67,33,755,695,4.38,6,9,40,4282,1434,182,471,1004,106,141,0.983,3603646,98,97
2005,NL,MIL,3,162,81,81,81,0,0,0,0,726,5448,1413,327,19,175,531,1162,79,34,73,38,697,635,3.97,7,6,46,4314,1382,169,569,1173,119,139,0.98,2211023,101,101
2005,NL,NYM,3,162,81,83,79,0,0,0,0,722,5505,1421,279,32,175,486,1075,153,40,48,38,648,599,3.76,8,11,38,4307,1390,135,491,1012,106,146,0.983,2829929,98,97
2005,NL,PHI,2,162,81,88,74,0,0,0,0,807,5542,1494,282,35,167,639,1083,116,27,56,46,726,672,4.21,4,6,40,4305,1379,189,487,1159,90,132,0.985,2665304,105,104
2005,NL,PIT,6,162,81,67,95,0,0,0,0,680,5573,1445,292,38,139,471,1092,73,30,72,49,769,706,4.42,4,14,35,4308,1456,162,612,958,117,193,0.981,1817245,99,100
2005,NL,SDP,1,162,81,82,80,1,0,0,0,684,5502,1416,269,39,130,600,977,99,44,49,48,726,668,4.13,4,8,45,4366,1452,146,503,1133,109,136,0.982,2869787,92,91
2005,NL,SFG,3,162,81,75,87,0,0,0,0,649,5462,1427,299,26,128,431,901,71,35,49,44,745,695,4.33,4,8,46,4333,1456,151,592,972,90,146,0.985,3181023,101,101
2005,NL,STL,1,162,81,100,62,1,0,0,0,805,5538,1494,287,26,170,534,947,83,36,62,35,634,560,3.49,15,14,48,4337,1399,153,443,974,100,196,0.984,3538988,101,100
2005,NL,WSN,5,162,81,81,81,0,0,0,0,639,5426,1367,311,32,117,491,1090,45,45,89,45,673,627,3.87,4,9,51,4374,1456,140,539,997,92,156,0.985,2731993,95,96
2006,AL,BAL,4,162,81,70,92,0,0,0,0,768,5610,1556,288,20,164,474,878,121,32,73,41,899,843,5.35,5,9,35,4257,1579,216,613,1016,102,156,0.983,2153139,99,100
2006,AL,BOS,3,162,81,86,76,0,0,0,0,820,5619,1510,327,16,192,672,1056,51,23,66,56,825,773,4.83,3,6,46,4324,1570,181,509,1070,66,174,0.989,2930588,105,104
2006,AL,CHW,3,162,81,90,72,0,0,0,0,868,5657,1586,291,20,236,502,1056,93,48,58,57,794,743,4.61,5,11,46,4347,1534,200,433,1012,90,145,0.985,2957414,104,104
2006,AL,CLE,4,162,81,78,84,0,0,0,0,870,5619,1576,351,27,196,556,1204,55,23,54,43,782,698,4.41,13,13,24,4270,1583,166,429,948,118,165,0.981,1997995,99,98
2006,AL,DET,2,162,81,95,67,0,1,1,0,822,5642,1548,294,40,203,430,1133,60,40,45,36,675,618,3.84,3,16,46,4344,1420,160,489,1003,106,162,0.983,2595937,100,100
2006,AL,KCR,5,162,81,62,100,0,0,0,0,757,5589,1515,335,37,124,474,1040,65,34,64,48,971,896,5.65,3,5,35,4279,1648,213,637,904,98,189,0.984,1372638,101,103
2006,AL,ANA,2,162,81,89,73,0,0,0,0,766,5609,1539,309,29,159,486,914,148,57,42,53,732,652,4.04,5,12,50,4358,1410,158,471,1164,124,154,0.979,3406790,100,100
2006,AL,MIN,1,162,81,96,66,1,0,0,0,801,5602,1608,275,34,143,490,872,101,42,50,55,683,632,3.95,1,6,40,4318,1490,182,356,1164,84,135,0.986,2285018,98,98
2006,AL,NYY,1,162,81,97,65,1,0,0,0,930,5651,1608,327,21,210,649,1053,139,35,72,49,767,708,4.41,5,8,43,4331,1463,170,496,1019,104,145,0.983,4248067,101,99
2006,AL,OAK,1,162,81,93,69,1,0,0,0,771,5500,1429,266,22,175,650,976,61,20,50,56,727,679,4.21,5,11,54,4355,1525,162,529,1003,84,173,0.986,1976625,97,97
2006,AL,SEA,4,162,81,78,84,0,0,0,0,756,5670,1540,266,42,172,404,974,106,37,63,38,792,739,4.6,6,6,47,4340,1500,183,560,1067,88,150,0.985,2481165,97,97
2006,AL,TBD,5,162,81,61,101,0,0,0,0,689,5474,1395,267,33,190,441,1106,134,52,47,43,856,782,4.96,3,7,33,4261,1600,180,606,979,116,156,0.981,1368950,99,101
2006,AL,TEX,3,162,81,80,82,0,0,0,0,835,5659,1571,357,23,183,505,1061,53,24,40,50,784,731,4.6,3,8,42,4294,1558,162,496,972,98,174,0.984,2388757,101,101
2006,AL,TOR,2,162,81,87,75,0,0,0,0,809,5596,1591,348,27,199,514,906,65,33,63,52,754,694,4.37,6,6,42,4285,1447,185,504,1076,99,157,0.984,2302212,100,100
2006,NL,ARI,4,162,81,76,86,0,0,0,0,773,5645,1506,331,38,160,504,965,76,30,67,53,788,727,4.48,8,9,34,4379,1503,168,536,1115,104,172,0.983,2091685,105,105
2006,NL,ATL,3,162,81,79,83,0,0,0,0,849,5583,1510,312,26,222,526,1169,52,35,52,44,805,736,4.6,6,6,38,4324,1529,183,572,1049,99,146,0.984,2550524,100,99
2006,NL,CHC,6,162,81,66,96,0,0,0,0,716,5587,1496,271,46,166,395,928,121,49,43,37,834,758,4.74,2,7,29,4317,1396,210,687,1250,106,122,0.982,3123215,103,103
